Nearest town,State,latitude,longitude,Severity confidence description,Intense precipitation amount,Intense precipitation period,Total precipitation,Total precipitation duration,Water course,acq_date,acq_time,Year,Month,season
WATHEROO,WA,-30.2994,116.0592,Bureau measurement of rainfall.,0.0,0.0,88,24,,2015-07-31,00:00:00,2015,7,4
BRIDGETOWN,WA,-33.9581,116.1408,Bureau measurement of rainfall.,0.0,0.0,86,24,,2015-07-31,00:00:00,2015,7,4
WONGAN HILLS,WA,-30.8936,116.7186,Bureau measurement of rainfall.,0.0,0.0,86,24,,2015-07-31,00:00:00,2015,7,4
ENEABBA,WA,-29.8206,115.2708,Bureau measurement of rainfall.,0.0,0.0,72,24,,2015-07-31,00:00:00,2015,7,4
BALLIDU,WA,-30.5961,116.7717,Bureau measurement of rainfall.,0.0,0.0,70,24,,2015-07-31,00:00:00,2015,7,4
BERKSHIRE VALLEY,WA,-30.5481,116.1358,Bureau measurement of rainfall.,0.0,0.0,68,24,,2015-07-31,00:00:00,2015,7,4
JINDONG,WA,-33.7411,115.2417,Bureau measurement of rainfall.,0.0,0.0,68,24,,2015-07-31,00:00:00,2015,7,4
CADOUX,WA,-30.7683,117.135,Bureau measurement of rainfall.,0.0,0.0,66,24,,2015-07-31,00:00:00,2015,7,4
EJANDING,WA,-31.0147,117.1103,Bureau measurement of rainfall.,0.0,0.0,65,24,,2015-07-31,00:00:00,2015,7,4
BUSSELTON AIRFIELD,WA,-33.6761,115.3342,Bureau measurement of rainfall.,0.0,0.0,64,24,,2015-07-31,00:00:00,2015,7,4
GREENBUSHES,WA,-33.8617,116.0428,Bureau measurement of rainfall.,0.0,0.0,64,24,,2015-07-31,00:00:00,2015,7,4
YOONGARILLUP,WA,-33.7153,115.4267,Bureau measurement of rainfall.,0.0,0.0,61,24,,2015-07-31,00:00:00,2015,7,4
COWCOWING,WA,-30.9967,117.4514,Bureau measurement of rainfall.,0.0,0.0,60,24,,2015-07-31,00:00:00,2015,7,4
DALWALLINU,WA,-30.2797,116.6611,Bureau measurement of rainfall.,0.0,0.0,59,24,,2015-07-31,00:00:00,2015,7,4
KOORDA AERO,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,59,24,,2015-07-31,00:00:00,2015,7,4
JURIEN BAY,WA,-30.2972,115.0417,Bureau measurement of rainfall.,0.0,0.0,58,24,,2015-07-31,00:00:00,2015,7,4
DONNYBROOK,WA,-33.5767,115.8214,Bureau measurement of rainfall.,0.0,0.0,58,24,,2015-07-31,00:00:00,2015,7,4
BARBERTON,WA,-30.7369,116.0286,Bureau measurement of rainfall.,0.0,0.0,58,24,,2015-07-31,00:00:00,2015,7,4
YORKRAKINE,WA,-31.4897,117.5536,Bureau measurement of rainfall.,0.0,0.0,58,24,,2015-07-31,00:00:00,2015,7,4
KONDUT,WA,-30.7106,116.7736,Bureau measurement of rainfall.,0.0,0.0,57,24,,2015-07-31,00:00:00,2015,7,4
VASSE HWY CB3,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,57,24,,2015-07-31,00:00:00,2015,7,4
BARBERTON EAST,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,56,24,,2015-07-31,00:00:00,2015,7,4
JURENDINE,WA,-31.5767,116.7461,Bureau measurement of rainfall.,0.0,0.0,56,24,,2015-07-31,00:00:00,2015,7,4
ROCKY GULLY,WA,-34.5103,117.0264,Bureau measurement of rainfall.,0.0,0.0,55,24,,2015-07-31,00:00:00,2015,7,4
YORKRAKINE TBRG,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,55,24,,2015-07-31,00:00:00,2015,7,4
PAYNEDALE ALERT,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,55,24,,2015-07-31,00:00:00,2015,7,4
CAPE NATURALISTE,WA,-33.5314,115.0025,Bureau measurement of rainfall.,0.0,0.0,55,24,,2015-07-31,00:00:00,2015,7,4
COOROW,WA,-29.8822,116.0225,Bureau measurement of rainfall.,0.0,0.0,54,24,,2015-07-31,00:00:00,2015,7,4
BENCUBBIN,WA,-30.8108,117.8603,Bureau measurement of rainfall.,0.0,0.0,54,72,,2015-07-31,00:00:00,2015,7,4
MUKINBUDIN AERO,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,54,24,,2015-07-31,00:00:00,2015,7,4
WIALKI,WA,-30.4767,118.1211,Bureau measurement of rainfall.,0.0,0.0,54,24,,2015-07-31,00:00:00,2015,7,4
EJANDING,WA,-31.0147,117.1103,Bureau measurement of rainfall.,0.0,0.0,54,24,,2015-07-31,00:00:00,2015,7,4
WYALKATCHEM,WA,-31.1772,117.3833,Bureau measurement of rainfall.,0.0,0.0,52,24,,2015-07-31,00:00:00,2015,7,4
PORONGURUP SOUTH,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,51,24,,2015-07-31,00:00:00,2015,7,4
NARRIKUP WEST,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,50,24,,2015-07-31,00:00:00,2015,7,4
MINDALLA,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,76,24,,2015-07-31,00:00:00,2015,7,4
ANRO,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,75,24,,2015-07-31,00:00:00,2015,7,4
HILL RIVER SPRING,WA,-30.2719,115.3717,Bureau measurement of rainfall.,0.0,0.0,63,24,,2015-07-31,00:00:00,2015,7,4
NARDY ROAD,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,62,24,,2015-07-31,00:00:00,2015,7,4
STYLES TOWER,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,62,24,,2015-07-31,00:00:00,2015,7,4
RAVENSCLIFFE ALERT,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,59,24,,2015-07-31,00:00:00,2015,7,4
NEWBICUP,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,58,24,,2015-07-31,00:00:00,2015,7,4
HAPPY VALLEY,WA,-33.6964,115.6256,Bureau measurement of rainfall.,0.0,0.0,58,24,,2015-07-31,00:00:00,2015,7,4
LONG POOL,WA,-33.6964,115.6256,Bureau measurement of rainfall.,0.0,0.0,54,24,,2015-07-31,00:00:00,2015,7,4
AMERY ACRES,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,50,24,,2015-07-31,00:00:00,2015,7,4
WESTBOURNE,WA,-31.9983,116.8594,Bureau measurement of rainfall.,0.0,0.0,74,24,,2015-07-31,00:00:00,2015,7,4
WILYABRUP,WA,-33.7956,115.0461,Bureau measurement of rainfall.,30.2,60.0,0,0,,2015-07-02,08:21:00,2015,7,4
WILYABRUP,WA,-33.7956,115.0461,Bureau measurement of rainfall.,43.0,180.0,0,0,,2015-07-02,10:21:00,2015,7,4
DRAGON ROCKS,WA,-32.8133,119.0328,Bureau measurement of rainfall.,0.0,0.0,68,24,,2015-08-01,00:00:00,2015,8,4
HOWATHARRA,WA,-28.5322,114.6347,Bureau measurement of rainfall.,0.0,0.0,59,24,,2015-08-01,00:00:00,2015,8,4
SOUTHERN CROSS AIRFIELD,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,53,24,,2015-08-01,00:00:00,2015,8,4
AMRISTA PARK,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,59,24,,2015-08-01,00:00:00,2015,8,4
YANGEDINE,WA,-32.0308,116.8742,Bureau measurement of rainfall.,0.0,0.0,53,24,,2015-08-01,00:00:00,2015,8,4
ARUBIDDY,WA,-31.8092,125.9253,Bureau measurement of rainfall.,0.0,0.0,52,24,,2015-08-01,00:00:00,2015,8,4
FORT HILL,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,55,24,,2015-08-01,00:00:00,2015,8,4
BEDFORD DOWNS AIRSTRIP,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,71,24,,2015-11-06,00:00:00,2015,11,1
SPRING VALLEY,WA,-28.7222,114.7642,Bureau measurement of rainfall.,0.0,0.0,123,24,,2015-11-06,00:00:00,2015,11,1
MORAWA AIRPORT,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,54,24,,2015-12-22,00:00:00,2015,12,2
MOUNT WESTDALE,WA,0.0,0.0,Bureau measurement of rainfall.,28.6,30.0,0,0,,2016-01-09,00:00:00,2016,1,2
DARKAN,WA,-33.3378,116.7433,Bureau measurement of rainfall.,21.0,45.0,0,0,,2016-01-09,00:00:00,2016,1,2
BULLILUP,WA,0.0,0.0,Bureau measurement of rainfall.,30.0,60.0,0,0,,2016-01-09,00:00:00,2016,1,2
MANYWATERS,WA,0.0,0.0,Bureau measurement of rainfall.,41.4,60.0,0,0,,2016-01-09,00:00:00,2016,1,2
MANYWATERS,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,90,24,,2016-01-19,00:00:00,2016,1,2
NANNUP,WA,-33.9819,115.765,Bureau measurement of rainfall.,0.0,0.0,90,24,,2016-01-19,00:00:00,2016,1,2
QUABICUP HILL,WA,-34.3367,116.4442,Bureau measurement of rainfall.,0.0,0.0,87,24,,2016-01-19,00:00:00,2016,1,2
DURANILLIN,WA,-33.5064,116.7739,Bureau measurement of rainfall.,0.0,0.0,86,24,,2016-01-19,00:00:00,2016,1,2
STYLES TOWER,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,0,24,,2016-01-19,00:00:00,2016,1,2
MOODIARUP TM,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,81,24,,2016-01-19,00:00:00,2016,1,2
CORBALLUP ROAD,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,80,24,,2016-01-19,00:00:00,2016,1,2
PEMBERTON,WA,-34.4461,116.0356,Bureau measurement of rainfall.,0.0,0.0,73,24,,2016-01-19,00:00:00,2016,1,2
WARNER GLEN,WA,-34.1272,115.2108,Bureau measurement of rainfall.,0.0,0.0,72,24,,2016-01-19,00:00:00,2016,1,2
KARRI VALLEY RESORT,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,71,24,,2016-01-19,00:00:00,2016,1,2
WICKEPIN SOUTH,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,63,24,,2016-01-19,00:00:00,2016,1,2
RAVENSCLIFFE ALERT,WA,0.0,0.0,Bureau measurement of rainfall.,0.0,0.0,53,24,,2016-01-19,00:00:00,2016,1,2
MANDALAY,WA,-34.5322,117.2847,Bureau measurement of rainfall.,0.0,0.0,52,24,,2016-01-19,00:00:00,2016,1,2
THOMSON BROOK,WA,-33.5636,115.8811,Bureau measurement of rainfall.,0.0,0.0,52,24,,2016-01-19,00:00:00,2016,1,2
STANTHORPE,QLD,-28.6548,151.935,Other measurement of rainfall.,30.0,20.0,0,0,,2013-02-10,07:50:00,2013,2,2
MUSKET FLAT,QLD,-25.5,152.35,Bureau measurement of rainfall.,49.0,30.0,0,0,,2013-02-23,05:46:00,2013,2,2
BOWEN,QLD,-20.0104,148.2416,Other measurement of rainfall.,50.0,20.0,0,0,,2013-02-24,00:00:00,2013,2,2
EMU PARK,QLD,-23.2593,150.8238,Other measurement of rainfall.,230.0,360.0,0,0,,2013-02-24,17:30:00,2013,2,2
MAREEBA,QLD,-17.046,145.5025,Bureau measurement of rainfall.,60.0,70.0,0,0,,2013-03-04,04:08:00,2013,3,3
CALINGUNEE,QLD,-27.9987,150.3325,Other measurement of rainfall.,60.0,30.0,0,0,,2013-03-14,00:55:00,2013,3,3
RATHDOWNEY,QLD,-28.2115,152.8633,Bureau measurement of rainfall.,70.0,30.0,0,0,,2013-03-15,23:40:00,2013,3,3
RATHDOWNEY,QLD,-28.2115,152.8633,Bureau measurement of rainfall.,70.0,30.0,0,0,,2013-03-15,23:40:00,2013,3,3
ELBOW VALLEY,QLD,-28.3845,152.2075,Bureau measurement of rainfall.,29.0,20.0,0,0,,2013-03-24,06:10:00,2013,3,3
SPRINGSURE,QLD,-24.1162,148.0886,Other measurement of rainfall.,77.0,120.0,0,0,,2013-10-31,15:20:00,2013,10,1
FORESTDALE,QLD,-27.6692,153.0052,Other measurement of rainfall.,51.0,30.0,0,0,,2016-02-04,11:00:00,2016,2,2
WHITEHEADS CREEK,VIC,-37.0329,145.2326,Bureau measurement of rainfall.,27.8,60.0,0,0,,2016-01-03,06:13:00,2016,1,2
AVENEL,VIC,-36.9068,145.2377,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-01-03,08:00:00,2016,1,2
BLUE MOUNTAIN,VIC,-37.4325,144.2965,Bureau measurement of rainfall.,27.6,60.0,0,0,,2016-01-04,03:30:00,2016,1,2
GEELONG,VIC,-38.1502,144.3558,Bureau measurement of rainfall.,0.0,0.0,45,24,,2016-01-27,04:00:00,2016,1,2
AVALON AERODROME,VIC,-38.0346,144.4671,Bureau measurement of rainfall.,0.0,0.0,72,24,,2016-01-27,04:50:00,2016,1,2
SANDRINGHAM,VIC,-37.9513,145.0048,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-01-28,02:30:00,2016,1,2
NOOJEE,VIC,-37.8954,145.9957,Other measurement of rainfall.,0.0,0.0,0,0,,2016-01-28,04:00:00,2016,1,2
BOWEN,QLD,-20.0104,148.2416,Other measurement of rainfall.,220.0,70.0,0,0,,2013-11-22,16:40:00,2013,11,1
MURRAYS BRIDGE,QLD,-28.3117,152.1172,Bureau measurement of rainfall.,33.0,20.0,0,0,,2013-11-22,05:15:00,2013,11,1
PIN GIN HILL,QLD,-17.5667,145.95,Bureau measurement of rainfall.,65.0,30.0,0,0,,2013-11-25,07:20:00,2013,11,1
PIN GIN HILL,QLD,-17.5667,145.95,Bureau measurement of rainfall.,45.0,20.0,0,0,,2013-11-25,07:25:00,2013,11,1
BEAUDESERT,QLD,-27.9881,152.9958,Bureau measurement of rainfall.,37.0,20.0,0,0,,2013-11-23,09:50:00,2013,11,1
ZACHARIAH CREEK,QLD,-26.3667,152.6167,Bureau measurement of rainfall.,36.0,20.0,0,0,,2013-12-27,04:20:00,2013,12,2
CALAMVALE,QLD,-27.6167,153.05,Bureau measurement of rainfall.,47.0,20.0,0,0,,2014-01-06,05:55:00,2014,1,2
WATERFORD,QLD,-27.7154,153.1511,Bureau measurement of rainfall.,59.0,30.0,0,0,,2014-01-06,06:05:00,2014,1,2
TAROOM,QLD,-25.6404,149.7983,Bureau measurement of rainfall.,49.0,30.0,0,0,,2014-01-07,09:30:00,2014,1,2
GATTON,QLD,-27.5612,152.2755,Other measurement of rainfall.,80.0,60.0,0,0,,2014-01-22,07:20:00,2014,1,2
OAKEY,QLD,-27.434,151.7211,Bureau measurement of rainfall.,25.0,10.0,0,0,,2014-01-23,04:50:00,2014,1,2
TOOWOOMBA,QLD,-27.5592,151.9536,Other measurement of rainfall.,55.0,60.0,0,0,,2014-01-23,04:00:00,2014,1,2
SOUTH YAAMBA,QLD,-23.199,150.4005,Bureau measurement of rainfall.,198.0,360.0,0,0,,2014-01-31,06:30:00,2014,1,2
RAVENSHOE,QLD,-17.606,145.483,Bureau measurement of rainfall.,91.0,120.0,0,0,,2014-02-02,12:20:00,2014,2,2
RUDD CREEK,QLD,-17.9167,145.2167,Bureau measurement of rainfall.,58.0,60.0,0,0,,2014-02-02,08:30:00,2014,2,2
MURRAY UPPER,QLD,-18.1207,145.8028,Bureau measurement of rainfall.,157.0,180.0,0,0,,2014-02-08,09:40:00,2014,2,2
INJUNE,QLD,-25.8418,148.5706,Bureau measurement of rainfall.,48.0,20.0,0,0,,2014-03-14,10:35:00,2014,3,3
PALEN CREEK,QLD,-28.2842,152.8019,Bureau measurement of rainfall.,69.0,60.0,0,0,,2014-03-24,08:20:00,2014,3,3
MOUNT LARCOM,QLD,-23.8104,150.9786,"Flash flooding reported, but no quantitative data available.",200.0,0.0,0,0,,2014-03-26,00:00:00,2014,3,3
YEPPOON,QLD,-23.129,150.7444,Bureau measurement of rainfall.,165.2,360.0,0,0,,2014-03-26,06:00:00,2014,3,3
LUNDAVRA,QLD,-28.0712,149.9995,Bureau measurement of rainfall.,41.0,30.0,0,0,,2014-03-25,21:10:00,2014,3,3
BUNDABERG,QLD,-24.8662,152.3494,Bureau measurement of rainfall.,157.0,360.0,0,0,,2014-03-27,08:35:00,2014,3,3
MEREWETHER,NSW,-32.9454,151.748,Other measurement of rainfall.,52.0,60.0,0,0,,2015-06-25,07:55:00,2015,6,4
WALKERVILLE,VIC,-38.8251,145.954,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-03-31,03:50:00,2016,3,3
TARRAWINGEE,VIC,-36.3752,146.4972,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-03-11,20:55:00,2016,3,3
Kempsey,NSW,-31.0167,152.7167,Bureau measurement of rainfall.,39.0,30.0,0,0,,2015-11-03,03:00:00,2015,11,1
Hay,NSW,-34.5412,144.8345,Bureau measurement of rainfall.,49.6,60.0,0,0,,2015-11-04,12:30:00,2015,11,1
Canberra,NSW,-35.3,149.1333,Bureau measurement of rainfall.,24.8,30.0,0,0,,2015-11-05,08:05:00,2015,11,1
Tuggeranong,NSW,-35.4317,149.1512,Bureau measurement of rainfall.,26.4,30.0,0,0,,2015-11-05,08:00:00,2015,11,1
TURNERS FLAT,NSW,-31.0151,152.7011,Bureau measurement of rainfall.,68.0,30.0,0,0,,2015-11-07,12:29:00,2015,11,1
TURNERS FLAT,NSW,-31.0151,152.7011,Bureau measurement of rainfall.,107.0,60.0,0,0,,2015-11-07,12:27:00,2015,11,1
STANNIFER,NSW,-29.8651,151.2178,Bureau measurement of rainfall.,40.0,60.0,0,0,,2015-11-08,03:00:00,2015,11,1
BLACKTOWN,NSW,-33.7651,150.9179,Bureau measurement of rainfall.,30.0,30.0,0,0,,2015-11-13,03:25:00,2015,11,1
BAULKHAM HILLS,NSW,-33.7437,150.9873,Bureau measurement of rainfall.,30.0,30.0,0,0,,2015-11-13,03:25:00,2015,11,1
YOUNG,NSW,-34.2984,148.3012,Bureau measurement of rainfall.,40.0,30.0,0,0,,2015-11-14,03:30:00,2015,11,1
YOUNG,NSW,-34.2984,148.3012,Bureau measurement of rainfall.,55.0,60.0,0,0,,2015-11-14,03:30:00,2015,11,1
CASINO AIRPORT,NSW,-28.8817,153.0511,Bureau measurement of rainfall.,55.0,30.0,0,0,,2015-11-14,07:55:00,2015,11,1
Grafton,NSW,-29.6817,152.9345,Bureau measurement of rainfall.,52.4,60.0,0,0,,2015-11-28,19:20:00,2015,11,1
Repentance Creek,NSW,-28.6317,153.4011,Bureau measurement of rainfall.,43.0,30.0,0,0,,2015-11-29,05:30:00,2015,11,1
Byron Bay,NSW,-28.6317,153.6178,Bureau measurement of rainfall.,53.0,30.0,0,0,,2015-11-29,06:10:00,2015,11,1
Wooli,NSW,-29.8567,153.2678,Bureau measurement of rainfall.,42.0,30.0,0,0,,2015-12-02,08:16:00,2015,12,2
Jilliby,NSW,-33.2484,151.3845,Bureau measurement of rainfall.,41.0,30.0,0,0,,2015-12-09,08:30:00,2015,12,2
Grafton,NSW,-29.6817,152.9345,Bureau measurement of rainfall.,53.0,30.0,0,0,,2015-12-09,09:00:00,2015,12,2
Stannifer,NSW,-29.8651,151.2178,Bureau measurement of rainfall.,47.0,60.0,0,0,,2015-12-10,02:15:00,2015,12,2
Pokolbin,NSW,-32.7984,151.2845,Bureau measurement of rainfall.,48.0,60.0,0,0,,2015-12-10,04:35:00,2015,12,2
St Georges Basin,NSW,-35.0984,150.6012,Bureau measurement of rainfall.,144.0,60.0,0,0,,2015-12-15,22:30:00,2015,12,2
Vincentia,NSW,-35.0651,150.6846,Bureau measurement of rainfall.,96.0,120.0,0,0,,2015-12-15,22:00:00,2015,12,2
WANDIE CREEK,NT,-13.8,132.25,Bureau measurement of rainfall.,70.0,60.0,112,24,,2015-12-03,00:00:00,2015,12,2
Rose Bay,NSW,-36.4317,150.0512,Bureau measurement of rainfall.,55.0,30.0,0,0,,2015-12-16,02:15:00,2015,12,2
NOONAMAH,NT,-12.6441,131.0917,Bureau measurement of rainfall.,91.4,60.0,197,24,,2015-12-09,16:30:00,2015,12,2
ORMISTON GORGE,NT,-23.6167,132.7167,Bureau measurement of rainfall.,0.0,0.0,188,24,Ormiston Gorge,2015-12-21,11:00:00,2015,12,2
Bylong,NSW,-32.4401,150.1151,Bureau measurement of rainfall.,41.0,30.0,0,0,,2015-12-21,07:25:00,2015,12,2
MOUNT FELIX,NT,-14.1667,132.6667,Bureau measurement of rainfall.,108.4,60.0,176,24,,2016-01-28,12:30:00,2016,1,2
Fernleigh,NSW,-28.7651,153.5011,Bureau measurement of rainfall.,72.0,120.0,0,0,,2015-12-24,23:40:00,2015,12,2
Williamtown,NSW,-32.8151,151.8428,Bureau measurement of rainfall.,38.0,30.0,0,0,,2015-12-26,05:30:00,2015,12,2
Nabiac,NSW,-32.0984,152.3845,Bureau measurement of rainfall.,36.0,30.0,0,0,,2015-12-26,06:50:00,2015,12,2
JERVOIS,NT,-22.95,136.1333,Bureau measurement of rainfall.,55.4,60.0,59,24,,2016-03-10,04:30:00,2016,3,3
Duri,NSW,-31.2151,150.8178,Bureau measurement of rainfall.,65.6,60.0,0,0,,2016-01-05,06:15:00,2016,1,2
Ben Lomond,NSW,-30.0151,151.6511,Bureau measurement of rainfall.,42.0,30.0,0,0,,2016-01-13,05:20:00,2016,1,2
YARRAS,NSW,-33.3651,149.6679,Bureau measurement of rainfall.,88.0,60.0,0,0,,2016-01-14,06:05:00,2016,1,2
POMEROY,NSW,-34.6567,149.5012,Bureau measurement of rainfall.,41.0,60.0,0,0,,2016-01-21,03:50:00,2016,1,2
YOUNG,NSW,-34.2984,148.3012,Bureau measurement of rainfall.,33.4,30.0,0,0,,2016-01-21,04:57:00,2016,1,2
BYLONG,NSW,-32.4401,150.1151,Bureau measurement of rainfall.,36.0,30.0,0,0,,2016-01-22,03:30:00,2016,1,2
NABIAC,NSW,-32.1067,152.3261,Bureau measurement of rainfall.,71.0,60.0,0,0,,2016-01-22,07:35:00,2016,1,2
GUYRA,NSW,-30.2151,151.6678,Bureau measurement of rainfall.,43.0,60.0,0,0,,2016-01-25,01:15:00,2016,1,2
YARRAS,NSW,-33.3651,149.6679,Bureau measurement of rainfall.,51.0,30.0,0,0,,2016-01-25,05:20:00,2016,1,2
INGLEBURN,NSW,-33.9984,150.8512,Bureau measurement of rainfall.,139.0,120.0,0,0,,2016-01-25,10:20:00,2016,1,2
WALGETT,NSW,-30.0317,148.1012,Bureau measurement of rainfall.,64.0,120.0,0,0,,2016-01-26,23:00:00,2016,1,2
GREYSTANES,NSW,-33.8151,150.9346,Bureau measurement of rainfall.,40.0,30.0,0,0,,2016-01-29,01:45:00,2016,1,2
WORONORA,NSW,-34.0317,151.0512,Bureau measurement of rainfall.,34.5,30.0,0,0,,2016-01-29,11:15:00,2016,1,2
INGLEBURN,NSW,-33.9984,150.8512,Bureau measurement of rainfall.,36.0,30.0,0,0,,2016-01-29,11:00:00,2016,1,2
KENTLYN,NSW,-34.0901,150.8262,Bureau measurement of rainfall.,36.0,30.0,0,0,,2016-01-29,11:00:00,2016,1,2
SEVEN HILLS,NSW,-33.7762,150.9429,Bureau measurement of rainfall.,36.0,30.0,0,0,,2016-01-30,05:30:00,2016,1,2
TOONGABBIE,NSW,-33.7873,150.9512,Bureau measurement of rainfall.,30.0,10.0,0,0,,2016-01-30,05:40:00,2016,1,2
LIDCOMBE,NSW,-33.8567,151.0346,Bureau measurement of rainfall.,33.0,15.0,0,0,,2016-01-30,05:50:00,2016,1,2
STRATHFIELD,NSW,-33.8734,151.0929,Bureau measurement of rainfall.,36.0,15.0,0,0,,2016-01-30,05:55:00,2016,1,2
BARRINGTON TOPS,NSW,-32.9226,151.5363,Bureau measurement of rainfall.,30.6,30.0,0,0,,2016-02-20,04:00:00,2016,2,2
NATTAI,NSW,-34.1428,150.425,Bureau measurement of rainfall.,36.0,30.0,0,0,,2016-02-20,06:00:00,2016,2,2
SUTTON,NSW,-35.1651,149.2512,Bureau measurement of rainfall.,0.0,0.0,0,0,,2016-03-03,07:00:00,2016,3,3
TARALGA,NSW,-34.4164,149.8667,Bureau measurement of rainfall.,32.0,30.0,0,0,,2016-03-11,01:30:00,2016,3,3
COOMA,NSW,-36.265,149.1208,Bureau measurement of rainfall.,30.0,20.0,0,0,,2016-03-11,05:15:00,2016,3,3
SNOWBALL,NSW,-35.9446,149.5876,Bureau measurement of rainfall.,26.0,20.0,0,0,,2016-03-12,05:35:00,2016,3,3
BILPIN,NSW,-33.5156,150.4892,Bureau measurement of rainfall.,37.0,30.0,0,0,,2016-03-14,05:05:00,2016,3,3
MILBRODALE,NSW,-32.6965,151.0053,Bureau measurement of rainfall.,46.0,30.0,0,0,,2016-03-14,07:20:00,2016,3,3
TUCKURIMBA,NSW,-28.9619,153.3066,Bureau measurement of rainfall.,53.0,30.0,0,0,,2016-03-26,07:05:00,2016,3,3
BALLINA,NSW,-28.8317,153.5345,Bureau measurement of rainfall.,43.6,34.0,0,0,,2016-03-26,07:56:00,2016,3,3
WILLINA,NSW,-32.1609,152.2626,Bureau measurement of rainfall.,36.0,30.0,0,0,,2016-03-29,04:35:00,2016,3,3
LITTLE BAY,NSW,-33.9829,151.2502,Bureau measurement of rainfall.,52.0,50.0,0,0,,2016-04-04,15:00:00,2016,4,3
Sydney,NSW,-33.8607,151.205,Bureau measurement of rainfall.,74.0,120.0,0,0,,2016-04-04,12:30:00,2016,4,3
WILLIAMTOWN,NSW,-32.8151,151.8428,Bureau measurement of rainfall.,57.4,60.0,0,0,,2016-04-17,03:17:00,2016,4,3
BIRDWOOD,NSW,-31.2936,152.3121,Bureau measurement of rainfall.,57.4,60.0,0,0,,2016-04-22,08:35:00,2016,4,3
Friendly Beaches,NSW,-42.0,148.28,Bureau measurement of rainfall.,39.8,60.0,44,24,,2014-02-18,22:20:00,2014,2,2
Oatlands,TAS,-42.305,147.571,Bureau measurement of rainfall.,48.0,60.0,62,24,,2014-02-15,05:30:00,2014,2,2
St Helens,TAS,-41.34,148.28,Bureau measurement of rainfall.,19.0,60.0,23,24,,2014-01-24,07:40:00,2014,1,2
St Helens,TAS,-41.34,148.28,Bureau measurement of rainfall.,20.0,60.0,28,24,,2013-11-28,06:50:00,2013,11,1
Deloraine,TAS,-41.33,146.44,Bureau measurement of rainfall.,38.0,60.0,0,0,,2013-11-23,01:00:00,2013,11,1
Launceston,TAS,-41.28,147.08,Bureau measurement of rainfall.,0.0,0.0,0,0,,2013-11-22,05:00:00,2013,11,1
Launceston,TAS,-41.4194,147.1219,Bureau measurement of rainfall.,0.0,0.0,65,48,,2013-11-20,23:30:00,2013,11,1
Hobart,TAS,-42.8253,147.2658,Bureau measurement of rainfall.,27.0,60.0,0,0,,2013-11-13,07:50:00,2013,11,1
Liawenee,TAS,-41.8997,146.6694,Bureau measurement of rainfall.,28.2,60.0,64,24,,2013-03-10,02:30:00,2013,3,3
Buckland,TAS,-42.36,147.33,Bureau measurement of rainfall.,53.0,120.0,0,0,,2013-02-27,03:45:00,2013,2,2
St Helens,TAS,-41.34,148.28,Bureau measurement of rainfall.,67.0,60.0,92,24,,2012-05-25,04:30:00,2012,5,3
St Helens,TAS,-40.99,148.35,Bureau measurement of rainfall.,57.2,60.0,153,24,,2011-04-10,13:20:00,2011,4,3
St Helens,TAS,-41.34,148.28,Bureau measurement of rainfall.,31.0,30.0,82,24,,2016-01-28,15:00:00,2016,1,2
Friendly Beaches,TAS,-42.0,148.28,Bureau measurement of rainfall.,32.0,30.0,138,24,,2016-01-28,15:00:00,2016,1,2
Gray,TAS,-41.63,148.23,Bureau measurement of rainfall.,49.0,30.0,221,24,,2016-01-28,17:00:00,2016,1,2
Triabunna,TAS,-42.44,148.0,Bureau measurement of rainfall.,70.0,60.0,193,5,,2016-01-28,22:00:00,2016,1,2
